Date,author,text,likes,TextBlob_Score,LLM_Polarity,LLM_Sentiment,TextBlob_Label
2026-05-09,@juergenritter9610,"Reden, ausreden lassen , zuhören und nicht unterbrochen zu werden, so muss das sein. War auf jeden Fall jede Sekunde wert, danke dafür",731,0,0.8,POSITIV,NEUTRAL
2026-05-09,@teamredriders3606,"Danke Saskia Esken, danke Helge Lindt,ich bin sehr froh das Ihr mich auf dieses Interview aufmerksam gemacht habt.Nochmals Danke das ich Herrn Höcke zuhören durfte.",709,1,0.8,POSITIV,POSITIV
2026-05-09,@rootseven7308,"Habe den Podcast durch den Post von Frau Esken entdeckt und bin neugierig geworden. ... Nach dem ich das vollständige Gespräch gesehen habe, weiß ich nun genau welcher Partei ich bei der nächsten Wahl meine Stimme geben werde...Danke Frau Esken!",522,0,0,NEUTRAL,NEUTRAL
2026-05-09,@christiose,War nach den ersten 33 Minuten schon gefesselt. Danke für dieses tolle Interview. Esken sei Dank😉,511,0.333,0.8,POSITIV,POSITIV
2026-05-09,@solarpower7850,"Frau Esken hatte wirklich recht, das Video ist echt toll. Danke für den Hinweis.",507,0.5,0.8,POSITIV,POSITIV
2026-05-09,@horvimuc,"Unendlich wohltuend, dass Menschen zu Ende aussprechen dürfen, ohne dass ein penetrantes Gegenüber dem Interviewten ständig ins Wort fällt!",466,0.7,0.8,POSITIV,POSITIV
2026-05-09,@BrumboSchreiner,Danke Frau Esken für Ihre Videoempfehlung,360,0,0,NEUTRAL,NEUTRAL
2026-05-09,@mistertriblexxx6614,Danke für dieses tolle Interview ! Danke an Björn und Ben !,357,0.5,0.8,POSITIV,POSITIV
2026-05-09,@chrizpy85,"Ich bin tatsächlich auch nur über das Video von Frau Esken hier gelandet. Und habe nun das volle Interview gesehen. Mit Abstand eines der besten Podcast die ich auf YT bisher gesehen habe. Sehr offen, eher ungezwungen, nicht verstellt. Tolles Format und vor allem sehr mutig lieber Ben. Danke.",199,0.283,0.9,POSITIV,POSITIV
2026-05-09,@juttahaas4319,"Herzlichen Glückwunsch, Ben!!
4,4 Millionen Aufrufe!
Alles richtig gemacht!",144,0.667,0.8,POSITIV,POSITIV
2026-05-09,@Mikelmike4U,"Danke Ben für dieses gelungene Interview! Du schaffst es immer wieder, einen Raum der offenen, vorurteilsfreien Begegnung zu kreieren.",135,0,0.9,POSITIV,NEUTRAL
2026-05-09,@CrispyDuck800,Vielen Dank für dieses unvoreingenommene Gespräch! Bitte immer weiter so Ben!,131,0,0.8,POSITIV,NEUTRAL
2026-05-09,@oskar121110,"Wie angenehm, ein Interview zu hören, in dem niemand unterbrochen oder bewertet wird. Ich habe viel gelernt dabei. So einen Geschichtslehrer hätte ich mir gewünscht. Danke Ben!",127,0.25,0.9,POSITIV,POSITIV
2026-05-09,@AlexandruMihaiescu,"Endlich ein Interview wo man ausreden kann, ohne Moralnarrative, ohne Erziehungsdogmen, rethorische Rüstung oder Framing. Ein ganz natürliches Gespräch,  wo der Mensch ohne Hilfe von GEZ-Gebühren sein Hirn frikassiert bekommt. Danke Ben für deinen Mut. Wir stehen hinter dir. Du bist nicht allein 🍀❤️",122,0.07,0.9,POSITIV,NEUTRAL
2026-05-09,@D.M.T_KllangBunker,"Wow, was für ein Interview. Ich bin sehr überrascht, mal die Sichtweise von der anderen Seite zu hören.. Endlich durfte mal ausgeredet werden, ohne einen Menschen direkt ins schlechte licht zu stellen. Danke",117,-0.038,0.8,POSITIV,NEUTRAL
2026-05-09,@Bibbi17Q-w9q,"Das beste Interview, was ich seit langem gehört habe. Danke Herr Höcke für Ihre Offenheit und Ihren Patriotismus.",85,0,1,POSITIV,NEUTRAL
2026-05-09,@sauromatum_venosum,"Danke, Ben, für das Interview.",80,0,0.8,POSITIV,NEUTRAL
2026-05-09,@BlegDN,"Bei dir bekommt jeder ein Wort ! Ohne gewisse Vorurteile! 

Hast mein Abo ! Danke dir",75,0,0.8,POSITIV,NEUTRAL
2026-05-09,@utebodenschatz3209,Danke für das Interview ❤,74,1,0.8,POSITIV,POSITIV
2026-05-09,@Abcdefghijklmnopqrstuvwxyz435,"Ein Zeitzeugnis. Bereichernd und Augen öffnend. Es ist schön, dass dieser Mann, der so dämonisiert wird, einfach und ungestört erklären durfte.",74,0.267,0.8,POSITIV,POSITIV
2026-05-09,@EvilDevil-fn6nl,Mega 🎉ein Interview das hoffentlich vielen Deutschen die Augen öffnet,73,0,0.8,POSITIV,NEUTRAL
2026-05-09,@benjamingo3597,Vielen Dank für den Tipp Frau Esken.,71,0,0,NEUTRAL,NEUTRAL
2026-05-09,@annakeler2984,Danke für dieses Interview 👏,65,0,0.8,POSITIV,NEUTRAL
2026-05-09,@sylux5873,"Dank der lieben Frau Esken, bin ich auf diesen Podcast aufmerksam geworden. 
Werde ihn mir jetzt unvoreingenommen anhören😊",62,1,0,NEUTRAL,POSITIV
2026-05-10,@stephanbossle,"Wenn es Frau Esken kritisiert, muss es wertvoll sein.",607,1,0.6,POSITIV,POSITIV
2026-05-10,@_prometheus__,Glückwunsch zum wichtigsten Interview der letzten Jahrzehnte. Vorurteilsfrei und souverän geführt.,483,0.5,0.9,POSITIV,POSITIV
2026-05-10,@pippilangstrumpf4329,"4,5 Millionen Aufrufe. Der absolute Hammer.",394,0.35,0,NEUTRAL,POSITIV
2026-05-10,@erth7177,"Vielen Dank, Frau Esken für den Tip. Super Gespräch, Danke Ben!",325,0,0.8,POSITIV,NEUTRAL
2026-05-10,@staywithphiphinguyen5360,Zuhören ist einfach besser als jemanden ständig zu unterbrechen und zu framen ! Top Interview bzw. Gespräch,270,0.85,0.8,POSITIV,POSITIV
2026-05-10,@danielhet620,Sein Geschichtsunterricht muss echt stark gewesen sein.,164,0.7,-0.5,NEGATIV,POSITIV
2026-05-10,@rixxo899,Ben du hast ein stück Geschichte erschafft. Danke für den Mut der richtig stellung,133,0.5,0.8,POSITIV,POSITIV
2026-05-10,@ankeschwartau8898,"❤Danke , Ben für die tolle Arbeit. DEUTSCHLAND   braucht solch mutige Menschen.",116,1,0.8,POSITIV,POSITIV
2026-05-10,@Schnegge146,"Wie ruhig und souverän er geantwortet hat, ich finde es toll das du so ein Gespräch geführt hast, mach weiter so.",114,0.9,0.8,POSITIV,POSITIV
2026-05-10,@jorgh.9403,"Dein Interview ist die Sensation des Jahres! Danke Dir dafür 👍 Ich bin begeistert, wie der Mainstream vor Wut kocht.",106,0.5,0.9,POSITIV,POSITIV
2026-05-10,@friedenmitrussland7769,"Tolles Interview, danke Ben 💪",100,1,0.8,POSITIV,POSITIV
2026-05-10,@noneofyourbusiness_q,"Mit diesem Interview hast du Ben, etwas großes bewirkt und losgetreten. Einfach großartig 🎉",96,0.85,0.9,POSITIV,POSITIV
2026-05-10,@doreenlueke6586,"Tolles Interview,  Dankeschön Frau Esken für die Werbung dafür",91,1,0.8,POSITIV,POSITIV
2026-05-10,@ImperatorMalleus,Bin wegen Saskia Eskem hier. Danke für die Empfehlung 👍🏻,89,0,0,NEUTRAL,NEUTRAL
2026-05-10,@IreneMaier-g7b,"Vielen Dank für dieses wunderbare gespräch. Ich bin ganz berührt. Hatte eine falsche Sicht von Höcke. Danke, Danke, Danke🥰",83,-0.125,1,POSITIV,NEGATIV
2026-05-10,@brendastock329,Sowas nenne ich mal ein vernünftiges geführtes Gespräch. DANKE Ben ❤,78,0.5,0.9,POSITIV,POSITIV
2026-05-10,@normenguntermann3669,Sehe Ben zum erstenmal und bin von seiner Neutralität   begeistert. Das ist jemand der  die Dinge hinterfragt. Da schaue ich gerne öfter mal rein.,76,0.667,0.8,POSITIV,POSITIV
2026-05-10,@simfor,"Ein Mann mit gesundem Menschenverstand. Die Wahrheit ist nunmal unbequem. Viele, die ""Nazi"" schreien, verweigern sich einfach der Realität. Wacht auf Leute !",75,0.169,0.6,POSITIV,POSITIV
2026-05-10,@flyinghigher320,Danke Ben für das interessante Video! Super gelungen. Und vielen Dank Frau Esken fürs Bekanntmachen!,69,0.667,0.8,POSITIV,POSITIV
2026-05-10,@flowianer,"Ein absolut großartiges Gespräch! Ich bin von beiden Personen – Ben und Björn – wirklich begeistert. Toll, dass Björn Höcke hier die Zeit bekommen hat, sein Leben und sich als Mensch so ausführlich darzustellen. Ich war unwahrscheinlich positiv überrascht. Alles Gute für eure Zukunft! Und danke an alle, die sich aufregen: Ihr sorgt nur dafür, dass dieser Kanal noch schneller wächst. Weiter so! 🙏👍💪",67,0.642,1,POSITIV,POSITIV
2026-05-10,@ErikaLeicht-m2j,"Was mega ist, dass es keine Suggestivfragen gibt - einfach nur Fragen und Hören. Echt klasse. Danke",66,0.567,0.8,POSITIV,POSITIV
2026-05-10,@meintagebuch8726,"Bald 5 Millionen aufgeklärt
!",63,0,0,NEUTRAL,NEUTRAL
2026-05-10,@Der.Fritz1989,Ich habe alle 15 min das starke bedürfnis den Daumen noch mal zu drücken.  👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,61,-0.075,0,NEUTRAL,NEUTRAL
2026-05-10,@sharotti3585,Danke für dieses Interview❤,60,0,0.8,POSITIV,NEUTRAL
2026-05-10,@ninadubiosi,"Danke für die kostenlose Werbung, Frau Esken und alle anderen Posthörner 🎉",59,0.7,0.8,POSITIV,POSITIV
2026-05-11,@eaztrecordz306,Das Video wird für Frau Esken gleich nochmal in voller Länge geschaut.,572,0,0,NEUTRAL,NEUTRAL
2026-05-11,@FrankSchmidt-n4t,"Ich war Referendar an der Schule in BSA, an der Herr Höcke vor Seiter Politik-Karriere tätig war. Ich kann aus erster Hand bestätigen, was er aus seiner Schulzeit berichtet hat! Ich hab ihn in meiner Zeit dort stets als Vorbildfigur wahrgenommen. Sein Abschiedsbrief ans Kollegium hat mich damals sehr bewegt und angesprochen. Den habe ich immer noch.",310,0.28,0.7,POSITIV,POSITIV
2026-05-11,@Lalasam-e5x,Meine Mutter war tief beeindruckt...und sie ist 86 Jahre alt! Respekt!!!,274,0,0.8,POSITIV,NEUTRAL
2026-05-11,@Iland69,Endlich kann ich mir mal ein objektives Bild von Björn Höcke machen  Vielen Dank Ben👍,162,1,0.8,POSITIV,POSITIV
2026-05-11,@realistica-l4x,Der ist ja wirklich total symphatisch ❤,103,1,0.8,POSITIV,POSITIV
2026-05-11,@nessimessi538,"Mein Herz blutet, man spürt seinen Schmerz in jedem Wort. Warum arbeiten nicht alle zusammen für eine bessere Zukunft für die Menschheit.",101,0,0,NEUTRAL,NEUTRAL
2026-05-11,@sibyllevogel4943,Danke für dieses Interview! Wirklich gut. 👍,94,0.333,0.8,POSITIV,POSITIV
2026-05-11,@Viking72,Klasse Interview!!!! Danke !!!,92,0,1,POSITIV,NEUTRAL
2026-05-11,@bf1644,"Ich hatte mir noch nie ein Interview von 4,5 h angesehen/angehört. Ich fand es so interessant. Vielen Dank! 🙏",88,0.25,0.8,POSITIV,POSITIV
2026-05-11,@dieterblock8767,Danke Frau Esken🙏 ein tolles Video haben Sie empfohlen,83,1,0.8,POSITIV,POSITIV
2026-05-11,@wurschtfolie9475,"Absolut Klasse 👍 
Danke für dieses Interview.",79,1,1,POSITIV,POSITIV
2026-05-11,@user-qi6wq1zv3m,Hervorragend!,64,1,1,POSITIV,POSITIV
2026-05-11,@tatjanavoss6838,Das ist ein richtig ehrliches und sehr sehr interessantes Interview ❤❤❤,63,1,0.9,POSITIV,POSITIV
2026-05-11,@alexandercadeo3915,Danke für das interesse Interview.,58,0,0,NEUTRAL,NEUTRAL
2026-05-11,@user-hl7ls6jy1x,Danke für dieses Interview.,58,0,0.8,POSITIV,NEUTRAL
2026-05-11,@dannybeyer-wl6ol,Dieser Mann kann uns wieder nach vorne bringen 💪❤️,52,0,0.8,POSITIV,NEUTRAL
2026-05-11,@enno7925,Hat nur mein positives Bild über diese Partei und diesem Menschen bestätigt! 👍 ganz große Leistung 👍,46,0.775,0.8,POSITIV,POSITIV
2026-05-11,@LoriJuve,Danke Frau Esken für die tolle Werbung! Und super folge gewesen 🙏,46,0.5,0.8,POSITIV,POSITIV
2026-05-11,@elkekreutzberger7820,Vielen Dank für dieses Interview,44,0,0.8,POSITIV,NEUTRAL
2026-05-11,@stephanieinter131,"Beeindruckendes Interview, war sehr spannend zuzuhören. Danke dafür",43,0.425,0.8,POSITIV,POSITIV
2026-05-11,@marinasommer1301,Vielen Dank  für vier Stunden sehr interessante Themen und diesen Interessanten Gast. Bitte mehr davon. 😊,43,0.222,0.9,POSITIV,POSITIV
2026-05-11,@JudithFritz-k9x,"Hört ihr auch, wie die Brandmauer bröckelt?",42,0,-0.5,NEGATIV,NEUTRAL
2026-05-11,@1975Stoffel,"2x Danke !
Einmal an Ben für dieses Interview und
und an Herrn Höcke für das, was er für uns alle tut.",41,0,0.9,POSITIV,NEUTRAL
2026-05-11,@MarkusBusch-h6t,Ein Wahnsinn 🤯 wie das Interview abgeht ✌🏻,38,0,0,NEUTRAL,NEUTRAL
2026-05-11,@nicohaupt5113,"Verrückt wenn man hört, was dieser Mann hat über sich ergehen lassen müssen, aber ein Merz heult rum, dass ein Volk, das er zutiefst beleidigt, ausbeutet und belügt nicht leiden kann. Großes Lob Ben, endlich durfte man mal hören, was Björn Höcke wirklich denkt, wie er fühlt und woher er kommt. Völlig ohne unsinnig unterbrochen zu werden, um irgendwelche Narrative zu befeuern. Richtig klasse.",38,0.431,0.9,POSITIV,POSITIV
2026-05-12,@tombombadil9593,"Frau Esken hat ja quasi Werbung für dieses Gespräch gemacht und da dachte ich, ich schaue mal rein: Ich bin beeindruckt.",1198,1,0.8,POSITIV,POSITIV
2026-05-12,@schneckenreiter11,"Dieses Interview sollte dem zwangsfinanzierten ""öffentlichen"" Rundfunk als Beispiel für neutrale Berichterstattung dienen.",571,0,0.5,POSITIV,NEUTRAL
2026-05-12,@MrSilenterror,"Also ich hab mir echt die ganzen 4.5 Stunden angeschaut(hört) und muss sagen, es war wirklich klasse und sehr interessant. Danke dafür!",267,0.5,0.8,POSITIV,POSITIV
2026-05-12,@leonileo-z2t,"Dieses Interview müssten noch viel mehr Menschen hören! Vielen lieben Dank, Ben und Herr Höcke für die Offenheit! So geht Kommunikation!!",226,0.25,0.9,POSITIV,POSITIV
2026-05-12,@hebi85,"Ein tolles Interview! Ich sehe hier keinen Nationalsozialisten, nur einen pazifistischen Patrioten.",105,0.5,0.8,POSITIV,POSITIV
2026-05-12,@susanhippold3307,Die CDU hat immer rechts geblinkt und ist dann aber links abgebogen😂😂😂 Danke für dieses wertvolle Interview 🙏,87,1,0.6,POSITIV,POSITIV
2026-05-12,@lutzhellwig2861,"Verflucht noch einmal: Er kann denken, ist historisch gebildet. Er denkt mehr, als seine Kritiker.",79,0.5,0.5,POSITIV,POSITIV
2026-05-12,@paulpanther8427,Lasst uns die 10 Millionen Marke knacken..teilt überall dieses schöne Interview..🥰😘,77,1,0.8,POSITIV,POSITIV
2026-05-12,@zownes612,Hier wegen Frau Esken 😂,74,0,0,NEUTRAL,NEUTRAL
2026-05-12,@ivonnecaro9971,Meinen größten Respekt an beide ... schon ewig keine so klare Unterhaltung gesehen wie diese. Ich finde dieser Podcast diese Unterhaltung hat den höchsten Respekt verdient. Man sollte es wirklich zu 100% hören ... Danke Ben,63,0.5,1,POSITIV,POSITIV
2026-05-12,@petrastaudigl4182,Seitdem ich deine Podcasts gefunden habe höre ich überhaupt Podcasts. Jeder einzelne ist unbezahlbar. Vielen Dank für deine Plattform ❤,61,-0.167,0.9,POSITIV,NEGATIV
2026-05-12,@olerheinland,Danke für dieses Interview!,60,0,0.8,POSITIV,NEUTRAL
2026-05-12,@MrJogi67,"Sehr interessante Diskussion und ich sehe keinen NAZI, Ich sehe einen sehr gebildeten Bürger, welcher die Interessen des Deutschen Volkes und Staates vertritt und dafür einsteht. Er legt die Finger in die Wunde und zeigt die Einschränkungen der Meinungsfreiheit auf. Millimeter für Millimeter wurde sie eingeschränkt, um jegliche Kritik zu verhindern.",58,0.05,0.6,POSITIV,NEUTRAL
2026-05-12,@n.b.8450,Vielen Dank für diese Interview.,57,0,0.8,POSITIV,NEUTRAL
2026-05-12,@Ithron60,"Glaube das ist das erste mal, dass ich Björn Höcke mal an einem Stück SELBST reden höre. Hoch interessanter Mann",56,0.5,0.8,POSITIV,POSITIV
2026-05-12,@leonileo-z2t,Vielen Dank für dieses Interview!!,55,0,0.8,POSITIV,NEUTRAL
2026-05-12,@josef6642,"Hochintelligenter,Gebildeter Mann,den will man natürlich los werden!
Machen Sie weiter so Herr Höcke,Gott schütze sie und ihre Familie!
Vielen Dank für dieses Interview",55,0.233,0.8,POSITIV,POSITIV
2026-05-12,@FliegendesKaenguru,"Ich habe mir noch nie 4:30 Std. Nen Podcast gegeben.
Ein Gespräch auf Augenhöhe, sehr gut gemacht",55,0.333,0.8,POSITIV,POSITIV
2026-05-12,@svenkreitschinski1951,"Vielen Dank an Sie beide für dieses sehr interessante Interview! So sollte es eigentlich immer laufen und so schenkt es Vertrauen!
Gottes Segen Ihnen beiden.",54,0.167,0.9,POSITIV,POSITIV
2026-05-12,@cAPSLOCK_PBS,"Ben du triffst mit deinem Format den Zahn der Zeit, an der Stelle mal ein Dankeschön für viele interessante Podcast Stunden",53,1,0.8,POSITIV,POSITIV
2026-05-12,@Silberstreif-o6s5b,"Je länger ich zuhöre, um so besser finde ich das Gespräch.",53,0,0.8,POSITIV,NEUTRAL
2026-05-12,@Gabi-ul2ej,Wow.......bester Geschichtsunterricht ever.....❤️-lichen Dank dafür,53,0,0.9,POSITIV,NEUTRAL
2026-05-12,@MichaelRuss-h3u,"Wow, Hammer Interview. Endlich dürfte er mal reden",52,0,0.8,POSITIV,NEUTRAL
2026-05-12,@AS-rc1lv,Gestern Nacht 3.5 Stunden am Stück und heute noch die letzte Stunde. Ein interessantes Gespräch mit spannenden Themen und Einblicken. Ich kann verstehen weshalb die Nervosität bei anderen Parteien wächst.,52,0.333,0.7,POSITIV,POSITIV
2026-05-12,@GardenArcher7625,"Schön, dass das Video bald über 5 Mio Aufrufe hat - endlich BILDEN sich die Leute mal ..",49,1,0.5,POSITIV,POSITIV
2026-05-13,@misterbutter7934,Das Interview ist innert zwei Wochen durch die 5 Millionen Marke geknallt! Danke Ben für deine wertvolle Arbeit!,378,0.5,0.9,POSITIV,POSITIV
2026-05-13,@realo999,"5 Millionen, ein Meilenstein!",343,0,0,NEUTRAL,NEUTRAL
2026-05-13,@stefanmaciohsek73,"Gratulation zu 5 Millionen Aufrufen, alleine bei You Tube und das in noch nicht mal 14 Tagen. Respekt und noch mal herzlichen Dank für dieses aufschlussreiche und unvoreingenomme Gespräch!",213,0.5,0.9,POSITIV,POSITIV
2026-05-13,@lueml1,5 Millionen Aufrufe! Glückwunsch Ben zu deinem Erfolg💪 Wir freuen uns auf weitere interessante Gäste...,163,0.5,0.8,POSITIV,POSITIV
2026-05-13,@untergrundfinest,"Dieses Gespräch muss ganz Deutschland hören!! 👏👏
Der Kommentar dient dem Algorithmus 👍👍🇩🇪",160,0,0.8,POSITIV,NEUTRAL
2026-05-13,@mytwocents5151,Glückwunsch zu 5 Millionen Aufrufen und 98% Daumen hoch!👏,114,0.7,0.8,POSITIV,POSITIV
2026-05-13,@nicoleholzer2719,"Vielen herzlichen Dank für ein hochinteressantes, lehrreiches, informatives, sachliches und wunderbar angenehmes Interview. Bitte machen sie beide so weiter.",105,0.5,1,POSITIV,POSITIV
2026-05-13,@MarkChristianKretschmann-g8x,"Es hat mir so gut gefallen mal ein niveauvolles Interview zu verfolgen. 
Danke.",97,0,0.8,POSITIV,NEUTRAL
2026-05-13,@Andreas-2212,... dieses Interview ist und wird in die Geschichte eingehen!,96,0,0.8,POSITIV,NEUTRAL
2026-05-13,@mikak.8926,"Ich bin '88 auf eine Gesamtschule gekommen, in der nicht mal die Hälfte der Schüler in der Klasse deutsch geboren waren und schlecht deutsch sprachen. Und auch damals schon gab es Jungen aus muslimischen Ländern, die nicht muslimische Mädchen, gelinde gesagt respektlos behandelten.
Ich bin im ""Ghetto "" groß geworden mit sehr viel Multikulti, aber auch sehr viel Gewalt. 
Ich finde, auch die deutschen sollten das Recht haben, Ihre Werte bewahren zu können",84,0.058,-0.5,NEGATIV,NEUTRAL
2026-05-13,@eifelpommer2538,"Die 5 Mio. und Frau Esken haben mich neugierig gemacht und heute habe ich mir ein eindeutig anderes Bild von Herrn Höcke machen dürfen. Gut, dass Du dich getraut hast, Björn Höcke einzuladen. Der Bedarf durch den Ausschluß des ÖRR ist riesengroß. Vielen Dank an Ben und Frau Esken!",72,0.212,0.8,POSITIV,POSITIV
2026-05-13,@satoshinakamoto3623,Gratuliere zu den 5 Millionen ❤,72,1,0.8,POSITIV,POSITIV
2026-05-13,@Micaelaaaaaalaaalaaa,"5 Millionen Aufrufe!
Geilo! Herzlichen Glückwunsch lieber Ben!❤🎉",71,0.333,0.8,POSITIV,POSITIV
2026-05-13,@ultra7422,Er spricht Millionen Menschen  aus dem Herzen. Danke,71,0,0.8,POSITIV,NEUTRAL
2026-05-13,@Chris4Dogs,"Sehr authentisch und interessant. Volle 4 1/2 Stunden wo Vorallem der Gast im Vordergrund steht und nicht der Moderator !
Dachte nicht das so etwas heute noch möglich wäre. Daumen hoch !",69,0.425,0.8,POSITIV,POSITIV
2026-05-13,@SomeoneSayyys,"Großartig, vielen Dank für dieses interessante Interview! 👏",62,0.25,0.8,POSITIV,POSITIV
2026-05-13,@Silberstreif-o6s5b,"So schön, wenn jemand auf eine Frage die Zeit hat nachzudenken (und das auch tut). Tolles Gespräch!",61,1,0.8,POSITIV,POSITIV
2026-05-13,@berndheier8070,Herzlichen Glückwunsch zu den 5 Mio.!,61,1,0,NEUTRAL,POSITIV
2026-05-13,@Martin-ob5lu,Danke Frau Esken dass Sie mich auf diesen Podcast aufmerksam gemacht haben.,60,1,0,NEUTRAL,POSITIV
2026-05-13,@nikkay98,"Danke Ben, top Interview ❤",57,1,0.8,POSITIV,POSITIV
2026-05-13,@sandrobendig1795,"Vielen Dank für das tolle Interview, so hat man Herrn Höcke sehr gut kennengelernt.",53,0.667,0.8,POSITIV,POSITIV
2026-05-13,@PeterZweifel-mw4dn,"Ein wahrhaftiger und ein ehrlicher Mensch. In all den Dingen, die er sagte, stimme ich zu 100 % überein. Er wäre der richtige Kanzler für Deutschland.",51,0.667,1,POSITIV,POSITIV
2026-05-13,@dschulia2893,Ich bin von dem Höcke und seinem gesunden Menschenverstand zutiefst beeindruckt. Vieles hat mich bis zu den Tränen gerührt. Ein sehr guter und vor allem intelligenter Mensch.,48,0.433,1,POSITIV,POSITIV
2026-05-13,@willi9112,"Danke Esken für dein Hinweis auf diese hervorragende Sendung. Wäre ich ein Unternehmer hätte ich ein Werbevertrag mit ""Ben ungeskriptet"" gemacht.",47,0.5,0.8,POSITIV,POSITIV
2026-05-13,@carlossolneman81,"Sehr interessantes Gespräch. Chapeau für Ihren Mut, Ben.",46,0.5,0.8,POSITIV,POSITIV
2026-05-14,@F.K-wv7pi,Das ist Demokratie! Danke für deine Arbeit,145,0,0.8,POSITIV,NEUTRAL
2026-05-14,@a.kazmierczak4188,"Ich möchte mich bei Frau Esken dafür bedanken, daß Sie mich auf dieses tolle  Video aufmerksam gemacht hat.",133,0.925,0.8,POSITIV,POSITIV
2026-05-14,@DerSchattenschüttler,"Über 5 Millionen Aufrufe, da freut sich die Saskia.",118,1,-0.5,NEGATIV,POSITIV
2026-05-14,@robinho2027,"Sehr starkes Interview! 
Wirkt überhaupt nicht so, wie er immer medial dargestellt wird. 

Bitte mehr davon!",106,0,0.8,POSITIV,NEUTRAL
2026-05-14,@BlueSunset2202,"Dieser Kommentar dient den Algorithmus,  damit dieses  grandiose Gespräch,  mehr erreicht",81,0,0.8,POSITIV,NEUTRAL
2026-05-14,@a.m.7689,Sehr angenehmes Gespräch und Herr Höcke hat in vielem so recht.,79,1,0.8,POSITIV,POSITIV
2026-05-14,@Baumi62,"Danke 🙏 das es dieses Format der freien Meinungsäußerung gibt! Nun kann jeder Zuschauer selbst beurteilen, wie er zu Herrn Höcke stehen möchte.",79,0.85,0.8,POSITIV,POSITIV
2026-05-14,@Timbertruck_Veikko,"5,1 Millionen in drei Wochen 💪 Gruß aus Finnland 🇫🇮",77,0,0,NEUTRAL,NEUTRAL
2026-05-14,@sonibe100,Vielen Dank für dieses tolle Interview!,76,0.5,0.8,POSITIV,POSITIV
2026-05-14,@jimmyjones4966,Dieses Interview war wichtig!,68,0.7,0.6,POSITIV,POSITIV
2026-05-14,@ankedorwald6646,Super Interview  und  den Herrn Höcke fand ich vorher schon sympathisch aber jetzt noch mehr.Danke !!!,61,0.333,0.9,POSITIV,POSITIV
2026-05-14,@martinaweiss4818,"Diese entspannte und ruhige Atmosphäre ist  angenehm. Pausen und Stille mal auszuhalten tut so gut. Die Gedanken fließen zu lassen mit der Zeit, die das braucht, hilft dem besseren Verständnis! Daaanke für dein Abwarten und für den offensichtlichen Respekt.",58,0.463,0.9,POSITIV,POSITIV
2026-05-14,@salam3731,Vielen Dank für das Interview ❤,58,0.5,0.8,POSITIV,POSITIV
2026-05-14,@thomasmozelt883,"Diesen Mann würde ich das Land sofort anvertrauen! So viel selbst Reflektion ,Vaterlandsliebe und vor allem Intellekt",52,0.35,0.8,POSITIV,POSITIV
2026-05-14,@lokadi74,"Habe mir das Teil jetzt am Stück gegeben. Sehr lang, aber auch eine sehr angenehme, im gegenseitigen Respekt stehende Gesprächsatmosphäre. Mir hat dieses permanente ""ins Wort fallen"" fast schon gefehlt, hatte mich irgendwie schon daran gewöhnt. Chapeau!",50,0,0.8,POSITIV,NEUTRAL
2026-05-14,@ally_571,"Danke Ben 🙏 , dass Du dieses Format machst.",49,0,0.8,POSITIV,NEUTRAL
2026-05-14,@Dheinrichs83,Danke dass ich auf das Video aufmerksam gemacht wurde,48,1,0,NEUTRAL,POSITIV
2026-05-14,@Che1_atx,"Jeder Mensch, der nicht annehmen kann, was dieser Herr sagt, ist kein Demokrat.
Ich sehe keinen Rechtsextremisten, sondern einen hochintelligenten besorgten Vater und Menschen, der das Leben und sein Volk liebt und ihr mit Leib und Seele dienen will.",47,0,0.8,POSITIV,NEUTRAL
2026-05-14,@bluthexer9152,"Wenn normale Menschen miteinander einen Dialog führen - genau das ist es. Danke, jetzt weiß ich, dass ich die AfD wähle, auf jeden Fall.",47,0.35,0.8,POSITIV,POSITIV
2026-05-14,@Botschafter_der_Herzen,Das war ein großer Dienst für unsere Freiheit. Danke🙏,45,0.35,0.8,POSITIV,POSITIV
2026-05-14,@Frl.PanTau,Schön das sich so viele Menschen einfach ein Ur eigenes  Bild machen können wenn Sie wollen.,44,0.567,0,NEUTRAL,POSITIV
2026-05-14,@A.L-u8b,"5 Millionen. 
Meinungsfreiheit ist Verfassungsgut. 👍",44,0,0.8,POSITIV,NEUTRAL
2026-05-14,@mckumfi,"Super Interview, danke dafür! :)",43,0,0.8,POSITIV,NEUTRAL
2026-05-14,@franziskascharen8340,"Danke. Unabhängig, mutig, Substanz. Danke🙏🙏",43,0.333,0.8,POSITIV,POSITIV
2026-05-14,@picka313,"Bodenständig, intelligent und patriotisch. Guter Mann, der Herr Höcke.  Gruß von einem Serben.",42,0.667,0.8,POSITIV,POSITIV
2026-05-15,@rudimentar1814,"Danke Frau Esken, durch dich bin ich sogar in den USA auf dieses Interview aufmerksam geworden.",146,1,0,NEUTRAL,POSITIV
